draw,metric,n,spearman_rho,null_kind
22,implementation_smell_density_per_kloc,87,-0.771905043969563,split_matched
22,"pooled (non-independent, see caveat)",260,-0.7072045330328244,split_matched
23,cyclomatic_complexity_p90,86,-0.5999396192237296,split_matched
23,design_smell_density_per_kloc,87,-0.7311484971656673,split_matched
23,implementation_smell_density_per_kloc,87,-0.7696268282681004,split_matched
23,"pooled (non-independent, see caveat)",260,-0.7008213356784135,split_matched
24,cyclomatic_complexity_p90,86,-0.6915514882777489,split_matched
24,design_smell_density_per_kloc,87,-0.7129395038550571,split_matched
24,implementation_smell_density_per_kloc,87,-0.7197976944457101,split_matched
24,"pooled (non-independent, see caveat)",260,-0.71679205695375,split_matched
25,cyclomatic_complexity_p90,86,-0.6109365712830093,split_matched
25,design_smell_density_per_kloc,87,-0.713449866029929,split_matched
25,implementation_smell_density_per_kloc,87,-0.6969244088030254,split_matched
25,"pooled (non-independent, see caveat)",260,-0.684480607014779,split_matched
26,cyclomatic_complexity_p90,86,-0.6141508677487232,split_matched
26,design_smell_density_per_kloc,87,-0.676375699469588,split_matched
26,implementation_smell_density_per_kloc,87,-0.7023374493097007,split_matched
26,"pooled (non-independent, see caveat)",260,-0.6727658336043167,split_matched
27,cyclomatic_complexity_p90,86,-0.6826394195843122,split_matched
27,design_smell_density_per_kloc,87,-0.6940014217232015,split_matched
27,implementation_smell_density_per_kloc,87,-0.7086070989201257,split_matched
27,"pooled (non-independent, see caveat)",260,-0.7037598677068413,split_matched
28,cyclomatic_complexity_p90,86,-0.5971130713712911,split_matched
28,design_smell_density_per_kloc,87,-0.6748810673860343,split_matched
28,implementation_smell_density_per_kloc,87,-0.739116963594113,split_matched
28,"pooled (non-independent, see caveat)",260,-0.6696121265004675,split_matched
29,cyclomatic_complexity_p90,86,-0.6579396752615738,split_matched
29,design_smell_density_per_kloc,87,-0.6999799500574158,split_matched
29,implementation_smell_density_per_kloc,87,-0.8129858294983369,split_matched
29,"pooled (non-independent, see caveat)",260,-0.7373677648764941,split_matched
30,cyclomatic_complexity_p90,86,-0.6734562951082598,split_matched
30,design_smell_density_per_kloc,87,-0.6879135300658002,split_matched
30,implementation_smell_density_per_kloc,87,-0.7079145213468812,split_matched
30,"pooled (non-independent, see caveat)",260,-0.6877061531707391,split_matched
31,cyclomatic_complexity_p90,86,-0.64862493513845,split_matched
31,design_smell_density_per_kloc,87,-0.6598436104478429,split_matched
31,implementation_smell_density_per_kloc,87,-0.7199981774274388,split_matched
31,"pooled (non-independent, see caveat)",260,-0.6931185709942924,split_matched
32,cyclomatic_complexity_p90,86,-0.6286204879521482,split_matched
32,design_smell_density_per_kloc,87,-0.6918323824799956,split_matched
32,implementation_smell_density_per_kloc,87,-0.7303868410261083,split_matched
32,"pooled (non-independent, see caveat)",260,-0.6893767796772761,split_matched
33,cyclomatic_complexity_p90,86,-0.5523562432190198,split_matched
33,design_smell_density_per_kloc,87,-0.6532271293950385,split_matched
33,implementation_smell_density_per_kloc,87,-0.7786850138971158,split_matched
33,"pooled (non-independent, see caveat)",260,-0.6645377969954126,split_matched
34,cyclomatic_complexity_p90,86,-0.7637790818348207,split_matched
34,design_smell_density_per_kloc,87,-0.7187904416455535,split_matched
34,implementation_smell_density_per_kloc,87,-0.818708707340411,split_matched
34,"pooled (non-independent, see caveat)",260,-0.7730342855328645,split_matched
35,cyclomatic_complexity_p90,86,-0.5559748665018774,split_matched
35,design_smell_density_per_kloc,87,-0.6654940488124966,split_matched
35,implementation_smell_density_per_kloc,87,-0.7522577117601495,split_matched
35,"pooled (non-independent, see caveat)",260,-0.6518463922372019,split_matched
36,cyclomatic_complexity_p90,86,-0.648451799158443,split_matched
36,design_smell_density_per_kloc,87,-0.6308441025827972,split_matched
36,implementation_smell_density_per_kloc,87,-0.7714129493780472,split_matched
36,"pooled (non-independent, see caveat)",260,-0.6987361624277588,split_matched
37,cyclomatic_complexity_p90,86,-0.5188218201030247,split_matched
37,design_smell_density_per_kloc,87,-0.6501285019047446,split_matched
37,implementation_smell_density_per_kloc,87,-0.7897480293434183,split_matched
37,"pooled (non-independent, see caveat)",260,-0.6637668374838227,split_matched
38,cyclomatic_complexity_p90,86,-0.6351114214012114,split_matched
38,design_smell_density_per_kloc,87,-0.7081092904143048,split_matched
38,implementation_smell_density_per_kloc,87,-0.7334314498992489,split_matched
38,"pooled (non-independent, see caveat)",260,-0.6939404982732087,split_matched
39,cyclomatic_complexity_p90,86,-0.6628897589508939,split_matched
39,design_smell_density_per_kloc,87,-0.6773417421577382,split_matched
39,implementation_smell_density_per_kloc,87,-0.7233881623912152,split_matched
39,"pooled (non-independent, see caveat)",260,-0.7082205913177895,split_matched
40,cyclomatic_complexity_p90,86,-0.6587699187682206,split_matched
40,design_smell_density_per_kloc,87,-0.6941472394874505,split_matched
40,implementation_smell_density_per_kloc,87,-0.7356540757278899,split_matched
40,"pooled (non-independent, see caveat)",260,-0.7190477295910356,split_matched
41,cyclomatic_complexity_p90,86,-0.5776056457623762,split_matched
41,design_smell_density_per_kloc,87,-0.7209594808887593,split_matched
41,implementation_smell_density_per_kloc,87,-0.7186494737321729,split_matched
41,"pooled (non-independent, see caveat)",260,-0.6799542545020055,split_matched
42,cyclomatic_complexity_p90,86,-0.7517784025510879,split_matched
42,design_smell_density_per_kloc,87,-0.7271931903104095,split_matched
42,implementation_smell_density_per_kloc,87,-0.7801066204948284,split_matched
42,"pooled (non-independent, see caveat)",260,-0.7674704096914812,split_matched
43,cyclomatic_complexity_p90,86,-0.6625469366190538,split_matched
43,design_smell_density_per_kloc,87,-0.775404188615278,split_matched
43,implementation_smell_density_per_kloc,87,-0.732901991160523,split_matched
43,"pooled (non-independent, see caveat)",260,-0.7273018069794587,split_matched
44,cyclomatic_complexity_p90,86,-0.6371526958818812,split_matched
44,design_smell_density_per_kloc,87,-0.6876401217578332,split_matched
44,implementation_smell_density_per_kloc,87,-0.7575067207363193,split_matched
44,"pooled (non-independent, see caveat)",260,-0.7000949729862963,split_matched
45,cyclomatic_complexity_p90,86,-0.6499957544366138,split_matched
45,design_smell_density_per_kloc,87,-0.6983030457685508,split_matched
45,implementation_smell_density_per_kloc,87,-0.7012079265419298,split_matched
45,"pooled (non-independent, see caveat)",260,-0.6820465297971626,split_matched
46,cyclomatic_complexity_p90,86,-0.7256825858067437,split_matched
46,design_smell_density_per_kloc,87,-0.7510161675446111,split_matched
46,implementation_smell_density_per_kloc,87,-0.7236797740010024,split_matched
46,"pooled (non-independent, see caveat)",260,-0.744227219157856,split_matched
47,cyclomatic_complexity_p90,86,-0.6373602528421152,split_matched
47,design_smell_density_per_kloc,87,-0.7201392559648578,split_matched
47,implementation_smell_density_per_kloc,87,-0.7874333621907322,split_matched
47,"pooled (non-independent, see caveat)",260,-0.7190055898191144,split_matched
48,cyclomatic_complexity_p90,86,-0.6524708945789385,split_matched
48,design_smell_density_per_kloc,87,-0.6981025463427082,split_matched
48,implementation_smell_density_per_kloc,87,-0.7937030118011573,split_matched
48,"pooled (non-independent, see caveat)",260,-0.7206782753145597,split_matched
49,cyclomatic_complexity_p90,86,-0.6280886473635052,split_matched
49,design_smell_density_per_kloc,87,-0.7581612379928185,split_matched
49,implementation_smell_density_per_kloc,87,-0.7580547417859783,split_matched
49,"pooled (non-independent, see caveat)",260,-0.7191551123434288,split_matched
50,cyclomatic_complexity_p90,86,-0.6311111949733004,split_matched
50,design_smell_density_per_kloc,87,-0.6856898091610011,split_matched
50,implementation_smell_density_per_kloc,87,-0.746553059643687,split_matched
50,"pooled (non-independent, see caveat)",260,-0.7023452736926444,split_matched
51,cyclomatic_complexity_p90,86,-0.7060588335188784,split_matched
51,design_smell_density_per_kloc,87,-0.7040263930153291,split_matched
51,implementation_smell_density_per_kloc,87,-0.746006287875336,split_matched
51,"pooled (non-independent, see caveat)",260,-0.7312782473893514,split_matched
52,cyclomatic_complexity_p90,86,-0.7077031935468654,split_matched
52,design_smell_density_per_kloc,87,-0.6828828171992052,split_matched
52,implementation_smell_density_per_kloc,87,-0.777700824714084,split_matched
52,"pooled (non-independent, see caveat)",260,-0.744305546736473,split_matched
53,cyclomatic_complexity_p90,86,-0.6161292148612185,split_matched
53,design_smell_density_per_kloc,87,-0.7378561143211272,split_matched
53,implementation_smell_density_per_kloc,87,-0.717811789538829,split_matched
53,"pooled (non-independent, see caveat)",260,-0.6901060598475501,split_matched
54,cyclomatic_complexity_p90,86,-0.5822743011330938,split_matched
54,design_smell_density_per_kloc,87,-0.6704518527969671,split_matched
54,implementation_smell_density_per_kloc,87,-0.8032916111145223,split_matched
54,"pooled (non-independent, see caveat)",260,-0.6919856215382114,split_matched
55,cyclomatic_complexity_p90,86,-0.6234692529765836,split_matched
55,design_smell_density_per_kloc,87,-0.6642728250369102,split_matched
55,implementation_smell_density_per_kloc,87,-0.7043422791269878,split_matched
55,"pooled (non-independent, see caveat)",260,-0.6703289200352445,split_matched
56,cyclomatic_complexity_p90,86,-0.6213523534573038,split_matched
56,design_smell_density_per_kloc,87,-0.658057342835791,split_matched
56,implementation_smell_density_per_kloc,87,-0.7408666332528364,split_matched
56,"pooled (non-independent, see caveat)",260,-0.689519372181021,split_matched
57,cyclomatic_complexity_p90,86,-0.6463573409815649,split_matched
57,design_smell_density_per_kloc,87,-0.7147622259081713,split_matched
57,implementation_smell_density_per_kloc,87,-0.7609149314257073,split_matched
57,"pooled (non-independent, see caveat)",260,-0.7218282542376004,split_matched
58,cyclomatic_complexity_p90,86,-0.6570404264352092,split_matched
58,design_smell_density_per_kloc,87,-0.7199569837595465,split_matched
58,implementation_smell_density_per_kloc,87,-0.7993165352895611,split_matched
58,"pooled (non-independent, see caveat)",260,-0.7275094614533257,split_matched
59,cyclomatic_complexity_p90,86,-0.5694661961997849,split_matched
59,design_smell_density_per_kloc,87,-0.7965477644314019,split_matched
59,implementation_smell_density_per_kloc,87,-0.7302410352212148,split_matched
59,"pooled (non-independent, see caveat)",260,-0.6951325133062934,split_matched
60,cyclomatic_complexity_p90,86,-0.7128921175527148,split_matched
60,design_smell_density_per_kloc,87,-0.759674097296903,split_matched
60,implementation_smell_density_per_kloc,87,-0.7407937303503895,split_matched
60,"pooled (non-independent, see caveat)",260,-0.7523608399954392,split_matched
61,cyclomatic_complexity_p90,86,-0.6516751106205126,split_matched
61,design_smell_density_per_kloc,87,-0.7124473689007162,split_matched
61,implementation_smell_density_per_kloc,87,-0.7569599489679684,split_matched
61,"pooled (non-independent, see caveat)",260,-0.728487123758418,split_matched
62,cyclomatic_complexity_p90,86,-0.6102080286805981,split_matched
62,design_smell_density_per_kloc,87,-0.7541512494759675,split_matched
62,implementation_smell_density_per_kloc,87,-0.7619355720599627,split_matched
62,"pooled (non-independent, see caveat)",260,-0.6924166856846052,split_matched
63,cyclomatic_complexity_p90,86,-0.6631130063965884,split_matched
63,design_smell_density_per_kloc,87,-0.7356688478573903,split_matched
63,implementation_smell_density_per_kloc,87,-0.8130040552239486,split_matched
63,"pooled (non-independent, see caveat)",260,-0.753592097620522,split_matched
64,cyclomatic_complexity_p90,86,-0.6004868200086797,split_matched
64,design_smell_density_per_kloc,87,-0.7526383901718827,split_matched
64,implementation_smell_density_per_kloc,87,-0.7159338406160295,split_matched
64,"pooled (non-independent, see caveat)",260,-0.6939779527408524,split_matched
65,cyclomatic_complexity_p90,86,-0.6428477083608507,split_matched
65,design_smell_density_per_kloc,87,-0.69781091081421,split_matched
65,implementation_smell_density_per_kloc,87,-0.7529867407846174,split_matched
65,"pooled (non-independent, see caveat)",260,-0.7028484736552287,split_matched
66,cyclomatic_complexity_p90,86,-0.5879050898627294,split_matched
66,design_smell_density_per_kloc,87,-0.6583854328053516,split_matched
66,implementation_smell_density_per_kloc,87,-0.7691529594021962,split_matched
66,"pooled (non-independent, see caveat)",260,-0.6783515529892594,split_matched
67,cyclomatic_complexity_p90,86,-0.5892825133261003,split_matched
67,design_smell_density_per_kloc,87,-0.7645954468403113,split_matched
67,implementation_smell_density_per_kloc,87,-0.760150728882184,split_matched
67,"pooled (non-independent, see caveat)",260,-0.7014834447324367,split_matched
68,cyclomatic_complexity_p90,86,-0.5086749374970517,split_matched
68,design_smell_density_per_kloc,87,-0.7252611049341087,split_matched
68,implementation_smell_density_per_kloc,87,-0.8201849911149588,split_matched
68,"pooled (non-independent, see caveat)",260,-0.6759236310678419,split_matched
69,cyclomatic_complexity_p90,86,-0.6678837281707284,split_matched
69,design_smell_density_per_kloc,87,-0.6736598436104478,split_matched
69,implementation_smell_density_per_kloc,87,-0.7335772576972458,split_matched
69,"pooled (non-independent, see caveat)",260,-0.7075077285410967,split_matched
70,cyclomatic_complexity_p90,86,-0.6092461552976696,split_matched
70,design_smell_density_per_kloc,87,-0.6700143995042196,split_matched
70,implementation_smell_density_per_kloc,87,-0.7213104296714814,split_matched
70,"pooled (non-independent, see caveat)",260,-0.6652493523083902,split_matched
71,cyclomatic_complexity_p90,86,-0.6031624729934997,split_matched
71,design_smell_density_per_kloc,87,-0.6649290049760312,split_matched
71,implementation_smell_density_per_kloc,87,-0.7843532145623549,split_matched
71,"pooled (non-independent, see caveat)",260,-0.7028476894442678,split_matched
72,cyclomatic_complexity_p90,86,-0.6188274808008001,split_matched
72,design_smell_density_per_kloc,87,-0.7222353863259391,split_matched
72,implementation_smell_density_per_kloc,87,-0.7650521711395635,split_matched
72,"pooled (non-independent, see caveat)",260,-0.7074933438661666,split_matched
73,cyclomatic_complexity_p90,86,-0.7084013396858342,split_matched
73,design_smell_density_per_kloc,87,-0.7127754588702768,split_matched
73,implementation_smell_density_per_kloc,87,-0.8093589101016084,split_matched
73,"pooled (non-independent, see caveat)",260,-0.7543463284508618,split_matched
74,cyclomatic_complexity_p90,86,-0.6522600549092865,split_matched
74,design_smell_density_per_kloc,87,-0.747534768423163,split_matched
74,implementation_smell_density_per_kloc,87,-0.7217842985373855,split_matched
74,"pooled (non-independent, see caveat)",260,-0.7016398725681506,split_matched
75,cyclomatic_complexity_p90,86,-0.6476215634847255,split_matched
75,design_smell_density_per_kloc,87,-0.6796930536062555,split_matched
75,implementation_smell_density_per_kloc,87,-0.7524946461931016,split_matched
75,"pooled (non-independent, see caveat)",260,-0.7086806772921287,split_matched
76,cyclomatic_complexity_p90,86,-0.6055625790139064,split_matched
76,design_smell_density_per_kloc,87,-0.7420666022638207,split_matched
76,implementation_smell_density_per_kloc,87,-0.7284549141112681,split_matched
76,"pooled (non-independent, see caveat)",260,-0.6902937370039393,split_matched
77,cyclomatic_complexity_p90,86,-0.5727534317656493,split_matched
77,design_smell_density_per_kloc,87,-0.6887155277691704,split_matched
77,implementation_smell_density_per_kloc,87,-0.7109946689752585,split_matched
77,"pooled (non-independent, see caveat)",260,-0.6703317636504039,split_matched
78,cyclomatic_complexity_p90,86,-0.7468748525873863,split_matched
78,design_smell_density_per_kloc,87,-0.7509250314419554,split_matched
78,implementation_smell_density_per_kloc,87,-0.7182485077687155,split_matched
78,"pooled (non-independent, see caveat)",260,-0.7518876819831944,split_matched
79,cyclomatic_complexity_p90,86,-0.6092875810210302,split_matched
79,design_smell_density_per_kloc,87,-0.7013652188177825,split_matched
79,implementation_smell_density_per_kloc,87,-0.7417596938078097,split_matched
79,"pooled (non-independent, see caveat)",260,-0.6922256550311513,split_matched
80,cyclomatic_complexity_p90,86,-0.5725418419910561,split_matched
80,design_smell_density_per_kloc,87,-0.7011282649508777,split_matched
80,implementation_smell_density_per_kloc,87,-0.7132182074998861,split_matched
80,"pooled (non-independent, see caveat)",260,-0.65224103209931,split_matched
81,cyclomatic_complexity_p90,86,-0.6459422231447063,split_matched
81,design_smell_density_per_kloc,87,-0.6937097861947031,split_matched
81,implementation_smell_density_per_kloc,87,-0.7690618307741378,split_matched
81,"pooled (non-independent, see caveat)",260,-0.7062351231244253,split_matched
82,cyclomatic_complexity_p90,86,-0.6299224484404777,split_matched
82,design_smell_density_per_kloc,87,-0.7038076663689554,split_matched
82,implementation_smell_density_per_kloc,87,-0.7284002369344329,split_matched
82,"pooled (non-independent, see caveat)",260,-0.6840491415388156,split_matched
83,cyclomatic_complexity_p90,86,-0.6463162661685204,split_matched
83,design_smell_density_per_kloc,87,-0.6976104113883673,split_matched
83,implementation_smell_density_per_kloc,87,-0.7255023465621725,split_matched
83,"pooled (non-independent, see caveat)",260,-0.6934029574785646,split_matched
84,cyclomatic_complexity_p90,86,-0.6502287843766216,split_matched
84,design_smell_density_per_kloc,87,-0.694712283323916,split_matched
84,implementation_smell_density_per_kloc,87,-0.7942862350207317,split_matched
84,"pooled (non-independent, see caveat)",260,-0.7186573782949517,split_matched
85,cyclomatic_complexity_p90,86,-0.6264022416997671,split_matched
85,design_smell_density_per_kloc,87,-0.646173195049487,split_matched
85,implementation_smell_density_per_kloc,87,-0.7351073039595388,split_matched
85,"pooled (non-independent, see caveat)",260,-0.6836125288043013,split_matched
86,cyclomatic_complexity_p90,86,-0.6187708738230466,split_matched
86,design_smell_density_per_kloc,87,-0.731385451032572,split_matched
86,implementation_smell_density_per_kloc,87,-0.7653802342005741,split_matched
86,"pooled (non-independent, see caveat)",260,-0.7054245570457724,split_matched
87,cyclomatic_complexity_p90,86,-0.6121253290311625,split_matched
87,design_smell_density_per_kloc,87,-0.729945500610612,split_matched
87,implementation_smell_density_per_kloc,87,-0.6996582676447806,split_matched
87,"pooled (non-independent, see caveat)",260,-0.6802275802832943,split_matched
88,cyclomatic_complexity_p90,86,-0.6476593014698946,split_matched
88,design_smell_density_per_kloc,87,-0.7302006816980479,split_matched
88,implementation_smell_density_per_kloc,87,-0.749359821387889,split_matched
88,"pooled (non-independent, see caveat)",260,-0.7050966074109454,split_matched
89,cyclomatic_complexity_p90,86,-0.6292774051116583,split_matched
89,design_smell_density_per_kloc,87,-0.6646738238885952,split_matched
89,implementation_smell_density_per_kloc,87,-0.7066574929920646,split_matched
89,"pooled (non-independent, see caveat)",260,-0.6757042736192002,split_matched
90,cyclomatic_complexity_p90,86,-0.7015708288126798,split_matched
90,design_smell_density_per_kloc,87,-0.7356688478573903,split_matched
90,implementation_smell_density_per_kloc,87,-0.7466259625461339,split_matched
90,"pooled (non-independent, see caveat)",260,-0.7252269690508233,split_matched
91,cyclomatic_complexity_p90,86,-0.6368936985215726,split_matched
91,design_smell_density_per_kloc,87,-0.7491934454914969,split_matched
91,implementation_smell_density_per_kloc,87,-0.7056180799198069,split_matched
91,"pooled (non-independent, see caveat)",260,-0.698537850985747,split_matched
92,cyclomatic_complexity_p90,86,-0.6627388084343601,split_matched
92,design_smell_density_per_kloc,87,-0.7387674753476842,split_matched
92,implementation_smell_density_per_kloc,87,-0.6408985282726568,split_matched
92,"pooled (non-independent, see caveat)",260,-0.6885568817180076,split_matched
93,cyclomatic_complexity_p90,86,-0.6093704301227441,split_matched
93,design_smell_density_per_kloc,87,-0.7331170369830304,split_matched
93,implementation_smell_density_per_kloc,87,-0.6977992436323872,split_matched
93,"pooled (non-independent, see caveat)",260,-0.6845768134663731,split_matched
94,cyclomatic_complexity_p90,86,-0.6642074079664887,split_matched
94,design_smell_density_per_kloc,87,-0.6498368663762463,split_matched
94,implementation_smell_density_per_kloc,87,-0.7086070989201257,split_matched
94,"pooled (non-independent, see caveat)",260,-0.6988154787502746,split_matched
95,cyclomatic_complexity_p90,86,-0.5650697209275997,split_matched
95,design_smell_density_per_kloc,87,-0.7083826987222719,split_matched
95,implementation_smell_density_per_kloc,87,-0.8217888549687884,split_matched
95,"pooled (non-independent, see caveat)",260,-0.6876951222717873,split_matched
96,cyclomatic_complexity_p90,86,-0.5837728194726166,split_matched
96,design_smell_density_per_kloc,87,-0.6453165156845233,split_matched
96,implementation_smell_density_per_kloc,87,-0.7483574064792454,split_matched
96,"pooled (non-independent, see caveat)",260,-0.6669364737466487,split_matched
97,cyclomatic_complexity_p90,86,-0.636001698193311,split_matched
97,design_smell_density_per_kloc,87,-0.6968995497876529,split_matched
97,implementation_smell_density_per_kloc,87,-0.7736014982473998,split_matched
97,"pooled (non-independent, see caveat)",260,-0.7211367030475859,split_matched
98,cyclomatic_complexity_p90,86,-0.6193639082563615,split_matched
98,design_smell_density_per_kloc,87,-0.7313489965915098,split_matched
98,implementation_smell_density_per_kloc,87,-0.7090080648835831,split_matched
98,"pooled (non-independent, see caveat)",260,-0.6731156439361611,split_matched
99,cyclomatic_complexity_p90,86,-0.5933732098043285,split_matched
99,design_smell_density_per_kloc,87,-0.6947669649855094,split_matched
99,implementation_smell_density_per_kloc,87,-0.7642333472260977,split_matched
99,"pooled (non-independent, see caveat)",260,-0.6946451173001459,split_matched
100,cyclomatic_complexity_p90,86,-0.6205822971111573,split_matched
100,design_smell_density_per_kloc,87,-0.6464283761369228,split_matched
100,implementation_smell_density_per_kloc,87,-0.7241179768021957,split_matched
100,"pooled (non-independent, see caveat)",260,-0.6637265436413989,split_matched
101,cyclomatic_complexity_p90,86,-0.5852029360152461,split_matched
101,design_smell_density_per_kloc,87,-0.7157282685963217,split_matched
101,implementation_smell_density_per_kloc,87,-0.7969471909600401,split_matched
101,"pooled (non-independent, see caveat)",260,-0.7083065204678463,split_matched
102,cyclomatic_complexity_p90,86,-0.5841651414230994,split_matched
102,design_smell_density_per_kloc,87,-0.661155970326085,split_matched
102,implementation_smell_density_per_kloc,87,-0.7530061467803351,split_matched
102,"pooled (non-independent, see caveat)",260,-0.6761406745985437,split_matched
103,cyclomatic_complexity_p90,86,-0.6683963243202445,split_matched
103,design_smell_density_per_kloc,87,-0.7665457594371434,split_matched
103,implementation_smell_density_per_kloc,87,-0.7674215154690847,split_matched
103,"pooled (non-independent, see caveat)",260,-0.7359217520644341,split_matched
104,cyclomatic_complexity_p90,86,-0.7115524317184773,split_matched
104,design_smell_density_per_kloc,87,-0.7577420119206022,split_matched
104,implementation_smell_density_per_kloc,87,-0.7002050394131316,split_matched
104,"pooled (non-independent, see caveat)",260,-0.7367186321158904,split_matched
105,cyclomatic_complexity_p90,86,-0.7228247281727713,split_matched
105,design_smell_density_per_kloc,87,-0.8026721105298653,split_matched
105,implementation_smell_density_per_kloc,87,-0.6812867362281861,split_matched
105,"pooled (non-independent, see caveat)",260,-0.7433974173948641,split_matched
106,cyclomatic_complexity_p90,86,-0.6143330219920183,split_matched
106,design_smell_density_per_kloc,87,-0.6925614713012412,split_matched
106,implementation_smell_density_per_kloc,87,-0.7790677541349614,split_matched
106,"pooled (non-independent, see caveat)",260,-0.6943349360177957,split_matched
107,cyclomatic_complexity_p90,86,-0.611453370442002,split_matched
107,design_smell_density_per_kloc,87,-0.7160381313453511,split_matched
107,implementation_smell_density_per_kloc,87,-0.7501982047660273,split_matched
107,"pooled (non-independent, see caveat)",260,-0.6883668484137784,split_matched
108,cyclomatic_complexity_p90,86,-0.5924863671528576,split_matched
108,design_smell_density_per_kloc,87,-0.6675172702914531,split_matched
108,implementation_smell_density_per_kloc,87,-0.7560486626873832,split_matched
108,"pooled (non-independent, see caveat)",260,-0.6754196377028546,split_matched
109,cyclomatic_complexity_p90,86,-0.6296016755665416,split_matched
109,design_smell_density_per_kloc,87,-0.7661994422470518,split_matched
109,implementation_smell_density_per_kloc,87,-0.7545359274616119,split_matched
109,"pooled (non-independent, see caveat)",260,-0.7101404351211726,split_matched
110,cyclomatic_complexity_p90,86,-0.6112269446672013,split_matched
110,design_smell_density_per_kloc,87,-0.7079816998705867,split_matched
110,implementation_smell_density_per_kloc,87,-0.7396455096368524,split_matched
110,"pooled (non-independent, see caveat)",260,-0.6825717401085738,split_matched
111,cyclomatic_complexity_p90,86,-0.523128449455163,split_matched
111,design_smell_density_per_kloc,87,-0.7281227785574977,split_matched
111,implementation_smell_density_per_kloc,87,-0.6708980726295165,split_matched
111,"pooled (non-independent, see caveat)",260,-0.6375001962957123,split_matched
112,cyclomatic_complexity_p90,86,-0.6636192956138612,split_matched
112,design_smell_density_per_kloc,87,-0.7065052950075643,split_matched
112,implementation_smell_density_per_kloc,87,-0.7839157971476738,split_matched
112,"pooled (non-independent, see caveat)",260,-0.7362186660621893,split_matched
113,cyclomatic_complexity_p90,86,-0.703961582368647,split_matched
113,design_smell_density_per_kloc,87,-0.765324535661557,split_matched
113,implementation_smell_density_per_kloc,87,-0.7791771084886318,split_matched
113,"pooled (non-independent, see caveat)",260,-0.7492977729468139,split_matched
114,cyclomatic_complexity_p90,86,-0.6547917806668302,split_matched
114,design_smell_density_per_kloc,87,-0.7048283907186992,split_matched
114,implementation_smell_density_per_kloc,87,-0.7907868957032852,split_matched
114,"pooled (non-independent, see caveat)",260,-0.7212258551924331,split_matched
115,cyclomatic_complexity_p90,86,-0.6226696354441845,split_matched
115,design_smell_density_per_kloc,87,-0.7049924357034796,split_matched
115,implementation_smell_density_per_kloc,87,-0.7014261630291155,split_matched
115,"pooled (non-independent, see caveat)",260,-0.6816462638401419,split_matched
116,cyclomatic_complexity_p90,86,-0.6677359095797875,split_matched
116,design_smell_density_per_kloc,87,-0.6422907970763537,split_matched
116,implementation_smell_density_per_kloc,87,-0.798625761578621,split_matched
116,"pooled (non-independent, see caveat)",260,-0.7202524202122407,split_matched
117,cyclomatic_complexity_p90,86,-0.6724342887333246,split_matched
117,design_smell_density_per_kloc,87,-0.6986129085175802,split_matched
117,implementation_smell_density_per_kloc,87,-0.789274160477514,split_matched
117,"pooled (non-independent, see caveat)",260,-0.727210998845098,split_matched
118,cyclomatic_complexity_p90,86,-0.7021473318741037,split_matched
118,design_smell_density_per_kloc,87,-0.6932723329019557,split_matched
118,implementation_smell_density_per_kloc,87,-0.7512370711258942,split_matched
118,"pooled (non-independent, see caveat)",260,-0.7358459100715461,split_matched
119,cyclomatic_complexity_p90,86,-0.6074080363797609,split_matched
119,design_smell_density_per_kloc,87,-0.7292164117893662,split_matched
119,implementation_smell_density_per_kloc,87,-0.6829817287100742,split_matched
119,"pooled (non-independent, see caveat)",260,-0.6742294619923449,split_matched
120,cyclomatic_complexity_p90,86,-0.6465648998999942,split_matched
120,design_smell_density_per_kloc,87,-0.7267739642381932,split_matched
120,implementation_smell_density_per_kloc,87,-0.7287465257210554,split_matched
120,"pooled (non-independent, see caveat)",260,-0.7096584009643414,split_matched
121,cyclomatic_complexity_p90,86,-0.576273904880511,split_matched
121,design_smell_density_per_kloc,87,-0.7398428813590217,split_matched
121,implementation_smell_density_per_kloc,87,-0.7136191734633435,split_matched
121,"pooled (non-independent, see caveat)",260,-0.6801074130870272,split_matched
122,cyclomatic_complexity_p90,86,-0.525270536733558,split_matched
122,design_smell_density_per_kloc,87,-0.7211417530940707,split_matched
122,implementation_smell_density_per_kloc,87,-0.7134186904816149,split_matched
122,"pooled (non-independent, see caveat)",260,-0.6514427574001829,split_matched
123,cyclomatic_complexity_p90,86,-0.6470554937071911,split_matched
123,design_smell_density_per_kloc,87,-0.6932358784608934,split_matched
123,implementation_smell_density_per_kloc,87,-0.7303148082170646,split_matched
123,"pooled (non-independent, see caveat)",260,-0.7029086871480351,split_matched
124,cyclomatic_complexity_p90,86,-0.5421729941882406,split_matched
124,design_smell_density_per_kloc,87,-0.6625230118659207,split_matched
124,implementation_smell_density_per_kloc,87,-0.7613888002916116,split_matched
124,"pooled (non-independent, see caveat)",260,-0.6549199778373378,split_matched
125,cyclomatic_complexity_p90,86,-0.6728682755627677,split_matched
125,design_smell_density_per_kloc,87,-0.7194466215846745,split_matched
125,implementation_smell_density_per_kloc,87,-0.7669476466031804,split_matched
125,"pooled (non-independent, see caveat)",260,-0.7333040198303117,split_matched
126,cyclomatic_complexity_p90,86,-0.6424703285091609,split_matched
126,design_smell_density_per_kloc,87,-0.6974645936241183,split_matched
126,implementation_smell_density_per_kloc,87,-0.7470087027839796,split_matched
126,"pooled (non-independent, see caveat)",260,-0.7023186457434711,split_matched
